matricula,hash_usuario,produto
F0169148,cq30jqxc,CDC
F0169149,ejwrq3pa,CDC
F0169150,9el6pj2e,Pagamentos
F0169152,61oaikw2,CDC
F0169153,4ztbuvso,Crédito PF
F0169154,fhz78ej7,Crédito PF
F0169155,rucpoidy,Pix
F0169156,7yady001,Crédito PF
F0169158,ipalhsg8,Pagamentos
F0169159,yq41uu9u,Pix
F0169161,mxu4qbf0,Crédito PF
F0169162,3qf8n5yt,Crédito PF
F0169163,ws78bspz,Crédito PF
F0169166,vshtbkt1,Pagamentos
F0169167,gy6htdhc,Crédito PF
F0169168,ofecjofp,CDC
F0169170,kk6zudc0,Pagamentos
F0169172,02dpkb07,Pix
F0169173,g90b010o,Pagamentos
F0169174,zantyy05,CDC
F0169175,90pxpmai,Pix
F0169176,6kiq7teb,Crédito PF
F0169177,gpgx9z43,Crédito PF
F0169178,bfpoyb12,Crédito PF
F0169179,s0p1h1i7,Crédito PF
F0169180,zgheol2t,CDC
F0169181,q1539n78,Crédito PF
F0169182,0yi697lw,Pix
F0169183,i7q010zf,Pagamentos
F0169184,g6gsnw7i,Pagamentos
F0169185,x52bs3yt,Pagamentos
F0169186,h5rdezd9,CDC
F0169187,ga4p3r93,Pagamentos
F0169189,3btke7bq,Pix
F0169190,4fio5h2r,Pagamentos
F0169193,2fb4d3ry,Pix
F0169194,yes0v0lx,Pix
F0169195,9x2pfie4,Pagamentos
F0169196,s0d7xwzl,Crédito PF
F0169197,5dq3pu2b,CDC
F0169198,68mvrp20,Pix
F0169202,omez166t,Pix
F0169205,9d4d9i2z,CDC
F0169206,uoqpt463,Crédito PF
F0169207,sz9tw425,Pix
F0169208,g165h9sf,Crédito PF
F0169209,eeqxj17g,CDC
F0169210,zgmup1ld,CDC
F0169211,3vepmrry,Pix
F0169213,lxuyfjbx,CDC
F0169214,u7ekmcnq,Crédito PF
F0169216,mrl36pcq,CDC
F0169218,tu8sx2dv,Crédito PF
F0169219,z374i8uu,CDC
F0169220,9rw8g8kx,Pix
F0169221,b3yevx82,Crédito PF
F0169222,ajgprb26,Crédito PF
F0169223,y9m96c6o,Pagamentos
F0169224,4nwk1q7d,Pix
F0169225,oouje5e8,Pagamentos
F0169226,quxenuo2,CDC
F0169227,g07gd1wl,Pagamentos
F0169228,xi672mbp,CDC
F0169229,krkfxoz6,Crédito PF
F0169231,5q8w5ss3,Crédito PF
F0169232,ouwagk22,CDC
F0169234,umnmt9li,CDC
F0169235,mp92akvd,Crédito PF
F0169236,aehw4xpw,CDC
F0169239,nsrf8xm2,Pagamentos
F0169240,r4b94fpx,Pagamentos
F0169241,9kl0p0gw,Pagamentos
F0169242,qp4155ti,Pagamentos
F0169243,vdjuxbt3,Pix
F0169244,zb7qfqf1,Pix
F0169245,pvr9q7f0,Pix
F0169246,07zm5ncg,Crédito PF
F0169247,1sqftm02,Crédito PF
F0169249,fmsnob2w,Pix
F0169252,ls9cj8iu,Pix
F0169253,dzsy6gxs,Pix
F0169254,bkj0p45p,Pix
F0169255,2qqewh9c,Pix
F0169258,0pier8xb,Pix
F0169262,ucpni4wn,Pagamentos
F0169263,ltsde3n0,Pix
F0169264,b89osnb9,Pix
F0169267,ki60jpz6,Pagamentos
F0169269,iayo4h3m,CDC
F0169270,fyvh9udb,Crédito PF
F0169271,q75388bm,Pagamentos
F0169272,a7dudzlh,Crédito PF
F0169274,1qjbaemv,Crédito PF
F0169275,vfvx9dl7,CDC
F0169276,6gmq78ok,Crédito PF
F0169277,q7opey0z,Pagamentos
F0169278,8rt7s1ry,Pagamentos
F0169279,3ri3masm,Crédito PF
F0169280,k2rg145r,Pagamentos
F0169281,5wfzyann,Pagamentos
F0169282,yhrowi7j,Pagamentos
F0169283,wkaoy2sf,Pagamentos
F0169284,lrn6s3pa,CDC
F0169285,cdlthu5r,Pix
F0169286,3cjq3ole,Crédito PF
F0169287,sbjqq82t,Crédito PF
F0169288,53fhx2vf,CDC
F0169290,pzrpdb35,Crédito PF
F0169291,3kvfkyyi,Crédito PF
F0169294,ftycnfzy,Pagamentos
F0169295,fndfw52s,Crédito PF
F0169297,576xblbk,Pagamentos
F0169298,xkgimag6,CDC
F0169299,trd6eeho,Pagamentos
F0169300,1ro7e0nl,Pix
F0169302,j0p7puj7,Pix
F0169303,0648zt7x,Pix
F0169304,qiu93etk,CDC
F0169305,lvuta0lw,Pix
F0169306,f4h5esqh,CDC
F0169307,9weegxkl,Pagamentos
F0169308,6gt14x0m,Crédito PF
F0169309,fuyyeg9p,CDC
F0169310,g2w83jr1,Pagamentos
F0169311,mn2ksolg,Pix
F0169312,i0npslro,CDC
F0169315,n21l895s,Pix
F0169316,xb4pr0dd,Pix
F0169317,osac3slh,Pix
F0169319,soi006cu,Pix
F0169320,twj8fm2p,CDC
F0169321,uss644sh,CDC
F0169322,1450m4bw,Pix
F0169323,cxu705ng,Pagamentos
F0169327,ijw2k03w,Pagamentos
F0169328,8nkzkou0,CDC
F0169329,cacn52vi,CDC
F0169331,0zbnj7t8,Pix
F0169332,vpchzrv0,CDC
F0169333,6vucpjkk,Pagamentos
F0169334,6tlxywzf,Pagamentos
F0169341,2r6cwb17,CDC
F0169343,izecfay2,Pagamentos
F0169346,geipr99i,Pagamentos
F0169348,pep5hg62,Pix
F0169349,zti5edmh,Pix
F0169350,oj1s3a9l,Crédito PF
F0169351,1mgzjm6j,Pix
F0169352,17izwiam,Crédito PF
F0169353,qgsomya0,Pix
F0169354,5by14axb,Pagamentos
F0169355,toyot3u0,CDC
F0169356,6k95w3nd,Pagamentos
F0169357,ilhhzq4x,Pix
F0169359,ngu2n7db,CDC
F0169363,ot6al1r4,Crédito PF
F0169364,mbujm5qk,Pagamentos
F0169365,rdkugc98,CDC
F0169366,sqdjsi4c,Pix
F0169367,jnth3v9a,CDC
F0169368,ehh693zj,Pagamentos
F0169371,ph6inko9,Pagamentos
F0169372,wess1si8,Crédito PF
F0169373,994ctlc6,CDC
F0169375,hfsi8imj,Pagamentos
F0169376,8pfkqcyp,CDC
F0169377,9je5dx4l,Crédito PF
F0169379,96mgg8am,Pagamentos
F0169380,4aiqx8nm,CDC
F0169382,bl02i0i0,Pagamentos
F0169383,xuf7rcny,Crédito PF
F0169384,795dbd5g,Crédito PF
F0169385,pscbfq3u,Pagamentos
F0169386,cnra1p0m,Pix
F0169387,cghlqymx,Pagamentos
F0169390,pcy4vv84,CDC
F0169391,6lk0q2d9,Crédito PF
F0169392,z82o4sbz,Pagamentos
F0169393,gycvcb2m,Crédito PF
F0169394,g3wt78hn,Pagamentos
F0169395,l2j8444g,Crédito PF
F0169396,yynqf3i0,Pix
F0169398,xvoxt0vm,Pix
F0169399,9do1d7ra,CDC
F0169401,hl5f2ug6,Pix
F0169402,hrmy7ddc,Pix
F0169403,ul7lddg3,Crédito PF
F0169405,w325nikr,Pagamentos
F0169406,1xd02jkk,CDC
F0169407,dd0842u7,Crédito PF
F0169409,ii3ejdlr,CDC
F0169410,m9mqsu6p,Crédito PF
F0169411,x0l5pwx5,Pagamentos
F0169412,an51gjmg,CDC
F0169413,fe33ukid,Pix
F0169415,d8h97gvr,CDC
F0169416,tmt2u5dk,Crédito PF
F0169417,an3odbz8,CDC
F0169419,05e0j5wg,Crédito PF
F0169420,q36kr3o8,CDC
F0169421,3cmnr4uo,CDC
F0169422,hs862dz9,Pagamentos
F0169423,hs8o97kp,Pix
F0169424,xdntf8ky,CDC
F0169425,zfmz6epw,Pagamentos
F0169427,mo4kc22a,Pix
F0169429,yh00ivmk,Pix
F0169430,7w1pdtez,Crédito PF
F0169431,j23yhy4h,Crédito PF
F0169432,50mbourv,Pix
F0169433,xldafx3v,Crédito PF
F0169434,mfkmbitc,CDC
F0169435,1e9zmag9,Crédito PF
F0169436,huuta0ip,Pagamentos
F0169437,7nxz38fy,Pagamentos
F0169440,bhbiv6xd,Crédito PF
F0169442,csgx7p02,Crédito PF
F0169443,ecdl7jb8,Pix
F0169444,qsw4d5bh,Pix
F0169447,nl1zk8km,CDC
F0169448,66vkp2o5,Crédito PF
F0169449,piud2mwh,Pix
F0169452,61r2wkxq,Pagamentos
F0169454,wybexg4c,Crédito PF
F0169455,7bjkeeee,CDC
F0169456,zdp2jehr,Crédito PF
F0169458,7jsfzod2,CDC
F0169459,y5vn2nml,Pagamentos
F0169460,9zmi4k1n,Crédito PF
F0169461,is8ni0j0,Crédito PF
F0169462,uh8mv3g4,Pagamentos
F0169463,8ydiu96v,Crédito PF
F0169465,hokhpqvk,Pagamentos
F0169466,wtutgo0h,CDC
F0169467,2ih5wnsn,Pix
F0169468,m6gpc23b,CDC
F0169469,0a5sv3sx,Pagamentos
F0169470,m8buauwc,Pagamentos
F0169471,897fp9wp,CDC
F0169472,fm37m6rz,Crédito PF
F0169473,x3jm89t2,CDC
F0169474,d52nx3gq,Crédito PF
F0169475,lbvvkzie,Pagamentos
F0169476,36x5tqbt,Pagamentos
F0169477,viov4uni,CDC
F0169478,uggtmxwe,Crédito PF
F0169479,h0vqhvpu,Pix
F0169481,5trkd2ua,CDC
F0169482,4hv58q1f,Crédito PF
F0169483,kg6ou0km,Pix
F0169484,7ok4ovih,Crédito PF
F0169486,dh47c0e4,Pix
F0169488,q5dyirq2,Pagamentos
F0169489,8ye2te2r,Crédito PF
F0169490,g9vhqumm,Crédito PF
F0169492,q6iwwmsx,Pix
F0169494,22v3944j,Pix
F0169495,egmfgmf5,Crédito PF
F0169498,e8l7i8y5,CDC
F0169499,zivwfey8,CDC
F0169500,42c0cp7o,Pagamentos
F0169501,e7418xop,Pix
F0169502,xkdsli5w,Pix
F0169503,wapecwg0,Pagamentos
F0169504,5tnsekxs,Pagamentos
F0169505,xij1ejop,Crédito PF
F0169508,r2szgn96,Crédito PF
F0169509,638m7nzt,Crédito PF
F0169510,l731wmwe,Crédito PF
F0169512,rlopw534,Pagamentos
F0169513,j7f9cedp,Crédito PF
F0169514,ygp0fn1h,Pagamentos
F0169515,engd72zv,Pix
F0169516,wcqqzi4i,CDC
F0169520,9ta3wdn7,Pagamentos
F0169521,uf2yew38,Pagamentos
F0169527,x9d7kxp4,CDC
F0169529,a8g4eklw,Pix
F0169530,t28x9gow,Pagamentos
F0169533,211tyw7q,Pix
F0169534,1pzbdh88,Pix
F0169535,huv6m1ff,Pagamentos
F0169536,sncry5t7,Crédito PF
F0169537,soernul9,Crédito PF
F0169538,bc100f7x,Pagamentos
F0169539,9759uwnk,Pix
F0169543,1w4kqnv5,Crédito PF
F0169546,yc9jh9ar,Crédito PF
F0169547,jxwt3y0w,Pagamentos
F0169548,xks7a21t,Pix
F0169549,44fmj2fy,Crédito PF
F0169550,zurd6ubh,Pix
F0169551,2p27gsmc,Pix
F0169552,a1pniuu0,CDC
F0169553,cee1nm8i,CDC
F0169554,d00ybph2,CDC
F0169555,kmgcpq51,CDC
F0169558,j5fp3urt,Crédito PF
F0169559,qkpcbawm,CDC
F0169561,pxwqv5ce,CDC
F0169562,4g2zek86,CDC
F0169563,tusf5i9g,Pagamentos
F0169564,1enes0yr,Pix
F0169566,cxbyj4vq,Crédito PF
F0169567,nlraz8bb,Pagamentos
F0169568,7aajr267,Pix
F0169569,fsbhmrfl,Pagamentos
F0169571,yf7jx6to,Crédito PF
F0169573,5or22hn8,Pagamentos
F0169574,dgh0w0l4,CDC
F0169575,u47hnzfx,Crédito PF
F0169578,b4hrcsn1,Pagamentos
F0169581,ppz0eirs,Pagamentos
F0169582,2j46ege6,CDC
F0169587,kt6fdybk,Pagamentos
F0169590,n8xf1fcv,Pix
F0169591,tvu3qeci,Pix
F0169593,oyl06tmr,Crédito PF
F0169595,2cgndwlv,Pagamentos
F0169596,yoyn4mid,Pagamentos
F0169599,bqw8a5qw,Crédito PF
F0169600,1648sh1q,CDC
F0169601,b2gt1qql,Pix
F0169604,b0ikmmiw,CDC
F0169606,p8g7kwg4,CDC
F0169607,juiuak48,CDC
F0169608,ly3izsuj,Pagamentos
F0169609,686xm20b,Pagamentos
F0169610,onrzsfpc,Pagamentos
F0169612,owzzrjgp,Pagamentos
F0169615,hjy355q7,Crédito PF
F0169617,un8f2zgy,Crédito PF
F0169618,7t6bvmhl,CDC
F0169619,b83et61o,Crédito PF
F0169620,3dl5eg3b,Pagamentos
F0169621,wplm2vw5,Pagamentos
F0169623,ekif532b,Pagamentos
F0169624,tsiocqaq,Crédito PF
F0169625,4f7hr2kc,CDC
F0169627,jnjfpsei,Pix
F0169629,cy37sx5w,Pagamentos
F0169631,gbwjn7z9,Crédito PF
F0169632,hotw1qxv,Crédito PF
F0169633,xwbyomht,Pagamentos
F0169637,6ejltdsb,Pix
F0169638,hws12ns2,Crédito PF
F0169639,1g5gwhum,Pagamentos
F0169642,nxk0l261,Pagamentos
F0169645,zm5hd3k9,CDC
F0169646,6anq84qo,CDC
F0169647,jjymgn53,Pix
F0169649,htbjq3i7,Crédito PF
F0169650,ddt68mtc,Pix
F0169651,lgqshqrx,Pix
F0169652,d82mimxj,Pix
F0169654,rsdd06x6,Pix
F0169655,scsiayle,Pagamentos
F0169656,iyh7owec,Pix
F0169657,nc3vc18i,Pagamentos
F0169658,p10v90rm,Pagamentos
F0169659,8tsx4jty,CDC
F0169660,vblh85o1,CDC
F0169662,25xz3e90,CDC
F0169664,nl1gizqg,Pagamentos
F0169666,6pslfecd,Pagamentos
F0169668,mg3epox4,CDC
F0169669,laym8tkn,Pagamentos
F0169670,hia9t0h2,Crédito PF
F0169673,d2111lea,Pagamentos
F0169675,t43pjmpw,Pagamentos
F0169676,pylxi4jt,Crédito PF
F0169678,4t9p0yim,Pagamentos
F0169680,3wu0lkrl,Crédito PF
F0169681,4hxyswwh,Pagamentos
F0169682,6zmb3k9r,CDC
F0169684,gz2z5dke,CDC
F0169685,abuh0faa,Crédito PF
F0169686,pt795v3b,Pagamentos
F0169687,tk2yk2u2,Crédito PF
F0169689,q1th6mec,Pix
F0169691,xkrng36x,CDC
F0169695,q35zdcu9,Pix
F0169696,u6qr5c3m,Pagamentos
F0169697,oqm1bff7,Pagamentos
F0169701,1nh7bf97,Crédito PF
F0169703,q5i77lde,Pix
F0169704,t9jm5igi,Pix
F0169705,87ffdh83,Pagamentos
F0169706,ecfz5mut,Pix
F0169707,4owq7s0f,Crédito PF
F0169708,id0f3h3q,Crédito PF
F0169709,grgsv0t7,Crédito PF
F0169710,c06ihpfa,Crédito PF
F0169711,6pae0nwz,Pagamentos
F0169712,9wug8v0z,CDC
F0169713,gszdl93b,Crédito PF
F0169716,lj4jsoe0,CDC
F0169719,0il2j87c,Crédito PF
F0169720,ios1w2y8,Pagamentos
F0169721,2nqvm49i,Pix
F0169722,xekx4z1n,Pagamentos
F0169723,notigga4,Pix
F0169726,3amy0gqo,CDC
F0169728,jcxffbz0,Pix
F0169729,pmrl0brm,CDC
F0169732,ure876kj,Pix
F0169733,b1r557iu,Pagamentos
F0169734,4jt0344f,Pagamentos
F0169737,ma8bwow2,CDC
F0169738,lcyy7tma,Pix
F0169740,l0pshjde,CDC
F0169741,vphc87wu,Crédito PF
F0169744,r44231zo,Crédito PF
F0169745,sckd5nrd,CDC
F0169746,mpjv1yqz,Pagamentos
F0169747,qbac8zwu,CDC
F0169748,fy4tnri1,Pix
F0169750,nttvfbux,Pagamentos
F0169751,1ya59ik5,Crédito PF
F0169752,88ltfb13,Pagamentos
F0169754,5xnboa02,CDC
F0169755,mab65zvo,Pix
F0169756,o7788fmv,Crédito PF
F0169757,96qm1ykd,CDC
F0169758,tboof3t0,Pagamentos
F0169759,hbnxnfg5,Pagamentos
F0169760,5b4birov,Pagamentos
F0169761,oeanxyg5,Pagamentos
F0169762,njr5r66g,Pagamentos
F0169764,2r37ey2b,CDC
F0169765,qnimzsfd,Crédito PF
F0169767,qdlcep82,Crédito PF
F0169768,bf9ic1kx,Crédito PF
F0169769,k4uf1si0,Crédito PF
F0169771,zwxf7w77,Pix
F0169772,yrrxj6se,Pagamentos
F0169776,d6hz4opw,CDC
F0169778,f9b2fkuq,Pagamentos
F0169781,tnxawdg7,CDC
F0169785,lpjiqpnq,Pagamentos
F0169786,k2dy6q1g,CDC
F0169788,bbm1nok8,Pix
F0169790,ov5hwjvq,Pix
F0169795,9z24nkqs,Crédito PF
F0169796,knwtigs0,Crédito PF
F0169798,mwekvobt,Crédito PF
F0169799,48vy6810,Crédito PF
F0169801,ydshc6uy,Pagamentos
F0169803,r67sfl42,Crédito PF
F0169804,n5r9vif4,Pagamentos
F0169808,3dxiiy8j,Pix
F0169810,vuto8r5h,CDC
F0169811,9344jluq,Crédito PF
F0169812,xcktfx6e,Pix
F0169813,3jjr0dar,Pagamentos
F0169814,jy1rad45,Crédito PF
F0169815,mgt61oqi,Pix
F0169816,7hbduevi,Pix
F0169817,w8z0em2h,Crédito PF
F0169818,8p46ud0b,CDC
F0169823,z3lufxt4,Crédito PF
F0169825,8p4kdpvr,Pagamentos
F0169829,72g9loi4,Crédito PF
F0169862,j6g2f46q,Pix
F0169863,0nuhzmqf,CDC
F0169864,uupe9vbj,Pagamentos
F0169865,rxolfk2l,Crédito PF
F0169867,unv47b1o,CDC
F0169868,rpneivwt,CDC
F0169873,3yrmz49h,Crédito PF
F0169875,hrdpcbse,Crédito PF
F0169876,yavua0tl,Pagamentos
F0169881,hqxdmaah,Crédito PF
F0169892,q5zb7qdi,Pix
F0169911,98mdatai,CDC
F0169944,3hbl9lhx,CDC
F0169945,32zpci9t,Crédito PF
F0169946,z8lx9688,Crédito PF
F0169948,9bjo1g6d,Pagamentos
F0169950,0o2roru5,Pix
F0169952,10vm77td,CDC
F0170154,qcvlc11a,Pix
F0170173,000kt2ax,CDC
F0170266,32qilh7o,Pagamentos
F0170321,fl8ncxc5,Pix
F0170326,pw2wd63n,Pagamentos
F0170327,i9exv0z5,Crédito PF
F0170328,boc9g82l,Crédito PF
F0170329,5evvv3ia,Pagamentos
F0170331,dejjk7zf,CDC
F0170332,k4ocaphd,CDC
F0170333,v4y7bavj,Pix
F0170334,c13vpzw4,Pagamentos
F0170336,xdjyjaqu,Pix
F0170337,0yuf2uxp,CDC
F0170341,vx67fxwo,Pix
F0170342,bprzlez6,CDC
F0170343,3lsemfgd,Pagamentos
F0170346,qq9ks7lh,Pix
F0170347,myr7jxty,Pagamentos
F0170348,41chqzht,Pagamentos
F0170352,mtcmz1s2,Pagamentos
F0170353,0nztxuzz,Crédito PF
F0170354,q4dsou3m,Pagamentos
F0170355,cjgfeklg,Pagamentos
F0170356,x97ryx39,Pix
F0170357,leopqvjh,CDC
F0170358,giwcv1av,Pix
F0170360,ithep67j,Crédito PF
F0170361,ikyqwq5j,Pagamentos
F0170363,yln0f82i,CDC
F0170365,zccf4elg,Crédito PF
F0170366,tapiorm3,CDC
F0170367,ay0tri80,Crédito PF
F0170368,1rh7bbww,Pagamentos
F0170370,f7sndjw8,Pix
F0170371,shz7nq50,Pix
F0170372,vlwc7ok7,Crédito PF
F0170373,icokep4c,Pagamentos
F0170375,wrt8kzpz,CDC
F0170408,9aw19wut,CDC
F0170516,asddl36g,CDC
F0170517,lk2lknhq,Pagamentos
F0170821,eb7nt0rd,Pix
F0170829,e64nfbcr,CDC
F0170868,k8p5fdr1,CDC
F0170869,g85eqloq,Crédito PF
F0170894,gkfyy0u4,CDC
F0170895,tas6jqh9,Pix
F0170896,f4ag7y1i,Pagamentos
F0170928,qhlsiuy0,CDC
F0170929,cb1yme2p,CDC
F0170930,bwq2lb1j,CDC
F0170931,h53gx8f6,Crédito PF
F0170932,xp6w8nxz,CDC
F0170933,n4903ix7,Pix
F0170934,2vdai4ow,Crédito PF
F0170936,ka1hl7c7,CDC
F0170943,5hm61ksn,CDC
F0170944,f66fxtmm,Crédito PF
F0170945,n2xn5fiv,CDC
F0170946,ohft5hq9,Crédito PF
F0170947,o73rjcyt,CDC
F0170948,aqr2i54p,Crédito PF
F0170956,o88hyxq4,CDC
F0170958,isvlgxdh,CDC
F0171084,bmpkiwaj,Pagamentos
F0171085,hbv47hzm,Pagamentos
F0171086,agjwftu5,Crédito PF
F0171087,izut5vnc,Crédito PF
F0171091,jkpn1mxn,Crédito PF
F0171093,1zho7ke3,CDC
F0171094,furh6ye7,Crédito PF
F0171097,jm5ofysc,Pagamentos
F0171175,7c9ynnt2,Pix
F0171176,f6r8gkqt,Pix
F0171177,qpwy2w48,CDC
F0171178,lwp0yqge,CDC
F0171181,l6z6j3ug,Crédito PF
F0171188,t8iyig8l,CDC
F0171189,eyidhinr,Crédito PF
F0171197,3uis7ywd,Pagamentos
F0171198,2bcqbbjm,Crédito PF
F0171299,zpzw8hsf,Pix
F0171328,kn3dv45d,Crédito PF
F0171330,pzikcuu0,Pix
F0171332,tdhgfo5p,Pagamentos
F0171334,vyj5hiw7,Crédito PF
F0171354,ruok4lua,Crédito PF
F0171356,imhgn1ee,Crédito PF
F0171363,tlw756up,Pix
F0171364,t406oaz6,Pix
F0171368,y6wk8y4r,Crédito PF
F0171373,76o2hwcj,Pagamentos
F0171374,cnoj8wf6,Pagamentos
F0171384,jmgc5609,Pix
F0171386,3vco7l1k,CDC
F0171388,cxhvls2t,Crédito PF
F0171389,qy6nyo7b,Pix
F0171391,k3yw9lam,Pix
F0171396,dhbw0svm,Pagamentos
F0171491,kkni013a,Crédito PF
F0171492,nd1motjg,CDC
F0171493,qyreon4u,Crédito PF
F0171494,m6g3az7y,Crédito PF
F0171495,lbytlerf,Pix
F0171496,wa6gdttv,CDC
F0171509,v6y0xdi5,Pix
F0171510,kqu3as1j,Pix
F0171511,so3ig5hc,CDC
F0171524,1fb759hz,Pix
F0171540,zqli6gxd,CDC
F0171568,y1mxnoj3,Crédito PF
F0171569,n7z5gk6t,Crédito PF
F0171571,obhrzw1k,Pix
F0171572,26atmgsc,Pagamentos
F0171576,etyrwax8,Pix
F0171577,uqa3qaod,Crédito PF
F0171578,9cuq6i0c,Crédito PF
F0171593,6k5n2fwl,Crédito PF
F0171594,cedsqhai,Crédito PF
F0171595,eucn91w7,Pagamentos
F0171596,4oihzzku,CDC
F0171609,eli04bm1,Pagamentos
F0171613,kgh2wym5,Pagamentos
F0171614,hcnki67f,Crédito PF
F0171622,tst8bhh2,Crédito PF
F0171758,pspl34om,Pix
F0171759,jgrj7jk6,Pix
F0171779,bwv7p6bc,Crédito PF
F0171788,93nhsm51,Pagamentos
F0171789,fp3gb0hp,CDC
F0171804,2i56o4r3,Pagamentos
F0171805,9ruvduef,Pix
F0171806,qbvbwtwu,Crédito PF
F0171807,vy68dirh,Crédito PF
F0171832,flbhtfqq,Pagamentos
F0171833,a6x8skmz,CDC
F0171834,zcxtt78v,Crédito PF
F0171836,4qk7geql,Pix
F0171879,zm2olds5,Crédito PF
F0171902,8fmnhw10,Crédito PF
F0171904,yxwwkpka,Crédito PF
F0171905,nxenppds,Pagamentos
F0171907,7vk8juh4,Pagamentos
F0171908,aahqay7w,Pix
F0171911,8nrig09f,Pagamentos
F0171918,8bla5j1s,CDC
F0171998,at8l1nrd,Crédito PF
F0171999,f3ujk0pk,Crédito PF
F0172001,l7y9ckdy,Pagamentos
F0172005,vhqyklfj,Crédito PF
F0172011,uh520r7j,Pagamentos
F0172018,uufdsv6m,Pix
F0172019,g1upufgi,Pix
F0172065,2x003ue3,CDC
F0172067,ajllekdg,Crédito PF
F0172070,qe2u32ii,CDC
F0172071,be4pgxb7,Pagamentos
F0172072,06x3vtea,Pix
F0172073,rlbd8f2s,CDC
F0172074,uijp6ouy,Pagamentos
F0172075,1iqpehld,CDC
F0172076,ufy4xifa,CDC
F0172078,vyxfzt2q,Pix
F0172079,9xhlmacj,Pix
F0172081,erhjd8eo,Pix
F0172094,0npgrnz2,Pagamentos
F0172101,2d5q7q5j,Pix
F0172378,7mnaifhp,Pagamentos
F0172379,yk496uig,CDC
F0172464,l9imp8a4,Pix
F0172467,o9bxjrwf,CDC
F0172468,zgw4ns8v,Pagamentos
F0172469,ye31iv5a,CDC
F0172470,lz6vggwq,CDC
F0172472,dqm8dx63,CDC
F0172473,6wp9jyp2,Crédito PF
F0172477,r0uh6mmc,Pagamentos
F0172485,paz1udqp,CDC
F0172539,jpebezyq,Crédito PF
F0172638,aeigquu3,CDC
F0172667,bf1bj7jg,Pix
F0172668,55f703n4,Pagamentos
F0172669,qpntz04o,Crédito PF
F0172689,jt6672ll,CDC
F0172697,tjm1zekd,CDC
F0172698,4oey4y81,Pagamentos
F0172706,ieoxvlrz,Pagamentos
F0172724,hgvwcw68,Pagamentos
F0172749,7ov5wa7u,CDC
F0172757,pjhhuh60,CDC
F0172758,bx3jhd9i,Pix
F0172761,7r8zi51i,CDC
F0172769,y6i4j5bk,Crédito PF
F0172899,1hzgxzp6,Crédito PF
F0173101,b9pyfbyv,Crédito PF
F0173102,i3twg8wq,Pix
F0173103,a01otnk2,CDC
F0173105,yf4rtqqq,Crédito PF
F0173106,cp4fojqz,Pix
F0173109,hr8dqinh,Pix
F0173110,wca1g3as,CDC
F0173111,oq4kvjsj,CDC
F0173112,rku8yyn8,Pix
F0173114,jbk17ni5,CDC
F0173115,sk1qhptq,Pix
F0173116,8zoswaxm,Pagamentos
F0173117,8rdouc92,CDC
F0173118,vcybledp,Pagamentos
F0173138,f0bhnsdd,Pagamentos
F0173139,adzjgnr8,Pix
F0173141,b8cwpvzv,Pix
F0173177,btk3zz52,Crédito PF
F0173479,vsbd6m3r,Pix
F0173728,gmjlqup9,Pix
F0173729,fts4spi7,Pix
F0173778,sojpwl46,CDC
F0173782,1sqb07ik,Pagamentos
F0173805,mr4qepeh,Pix
F0173806,bw25zn1j,Crédito PF
F0173807,zlsquobg,Crédito PF
F0173837,bz1oqn5k,CDC
F0173978,zwjg5hmk,Pagamentos
F0173979,2pp8bapz,Crédito PF
F0174099,t6yv9itv,CDC
F0174328,f32uomwb,Crédito PF
F0174399,19bu4tes,CDC
F0174456,yce9o04a,Crédito PF
F0174457,uzwuogfi,CDC
F0174458,4j7aukq9,CDC
F0174589,0d4qtgld,CDC
F0174979,clmtsubr,Pagamentos
F0174999,oqudaaz8,Crédito PF
F0175039,0wakvkft,Pix
F0175098,ofc1tdaq,Crédito PF
F0175099,ie50kl7j,CDC
F0175117,yi4yds2v,Crédito PF
F0175121,rguhj7we,Pagamentos
F0175152,wbrzs16v,Pagamentos
F0175168,of51asao,Pagamentos
F0175169,5fmdqe45,Pagamentos
F0175192,7jbxzwz4,Pix
F0175193,ht4df7wc,CDC
F0175196,d38y536r,Pagamentos
F0175229,6t2qo59y,Crédito PF
F0175238,jhmwj2v5,Pix
F0175239,ctevc4c5,Crédito PF
F0175598,i64h969x,Pagamentos
F0175599,5ueuxu80,Pix
F0175609,3u5fk9rd,Crédito PF
F0175670,y88e72ym,Pix
F0175671,v5le841m,CDC
F0175672,c1twtjmi,Pix
F0175673,t424x3ql,Pix
F0175683,trq9dguj,Pagamentos
F0175685,nw6441ol,Pix
F0175687,ixtso3cl,Crédito PF
F0175688,49ckzju0,Crédito PF
F0175689,p172u7f6,CDC
F0175691,83kyf4qm,CDC
F0175693,tf6rbssr,CDC
F0175694,jmsgh2kh,Pagamentos
F0175696,yq5ulsm7,CDC
F0175697,j0o9babl,CDC
F0175698,ndki3hmw,CDC
F0175701,6cqir291,CDC
F0175702,vqfupe3y,CDC
F0175704,grwylh3u,Pix
F0175705,k36fkc16,Pix
F0175707,t7v1gc5a,Crédito PF
F0175708,4u9i9iwv,CDC
F0175711,j8lehayw,CDC
F0175712,mu3xfiek,Pagamentos
F0175713,2pkn4ci2,Pagamentos
F0175714,ldvit4r4,Crédito PF
F0175715,0w813n7d,CDC
F0175716,jx9h1mj3,Crédito PF
F0175717,b9cw9o7u,CDC
F0175718,9n1f4ype,Pagamentos
F0175721,g5lk969q,CDC
